"Survey","nHost","nInfect","nExpectd","nPatent","nTransmit","nTreatments1","nUncomp","innoculationsPerAgeGroup","innoculationsPerAgeGroup_2","Vector_Nv","Vector_Nv_2","inputEIR","simulatedEIR","nMDAs","nMassScreenings","nTreatDiagnostics","nInfectByGenotype","nInfectByGenotype_2","nPatentByGenotype","nPatentByGenotype_2","nHostDrugConcNonZero","nHostDrugConcNonZero_2","nHostDrugConcNonZero_3","sumLogDrugConcNonZero","sumLogDrugConcNonZero_2","sumLogDrugConcNonZero_3","Inoculation_S","Inoculation_R","Infection_S","Infection_R","Patent_S","Patent_R"
329,1e+05,74466,96799.2,41612,0.0514381,7483,19691,49378.2,69262.4,19371.8,178017,0.206772,0.262098,0,0,7587,48529,58739,16263,21491,0,2533,0,0,-46541.1,0,0.416199850641349,0.583800149358651,0.452408919715106,0.547591080284894,0.430762303332097,0.569237696667903
330,1e+05,68998,96514.5,36234,0.0449097,6254,16103,14937.4,20741,5364.88,41880.1,0.036287,0.0788229,0,0,6320,44425,53784,13135,17609,0,1972,0,0,-37094.7,0,0.418667877483295,0.581332122516705,0.452351617468867,0.547648382531133,0.42723783502472,0.57276216497528
331,1e+05,61359,96103.2,23419,0.0262638,3483,9116,3352.86,4659.3,5055.88,28456.3,0.00981114,0.0177001,0,0,3516,37558,46381,7224,9679,0,973,0,0,-19161.8,0,0.418471423436377,0.581528576563623,0.4474439771739,0.5525560228261,0.427379755073064,0.572620244926936
332,1e+05,53365,95716.6,11197,0.0100525,1269,3527,1141.29,1568.47,14493,70921.2,0.00933552,0.00598608,0,0,1273,30489,38410,2852,3904,0,326,0,0,-5670.35,0,0.421177521256495,0.578822478743505,0.442517307943512,0.557482692056488,0.422143280047365,0.577856719952635
333,1e+05,45103,95373.6,4931,0.00351874,440,1291,942.902,1284.06,56701.3,275061,0.0273067,0.00491947,0,0,444,24038,30828,1173,1529,0,113,0,0,-2064.65,0,0.423402824116442,0.576597175883558,0.438121969890278,0.561878030109722,0.434122871946706,0.565877128053294
334,1e+05,37910,95072,3247,0.00227342,300,923,1258.02,1693.74,148858,759854,0.103665,0.00652052,0,0,303,19180,24971,827,1172,0,91,0,0,-1733.87,0,0.426193186437922,0.573806813562078,0.434418246472334,0.565581753527666,0.413706853426713,0.586293146573287
335,1e+05,33514,94819.8,3457,0.00267042,381,1203,2118.07,2934.12,231722,1251660,0.263363,0.0111605,0,0,383,16372,21646,986,1381,0,134,0,0,-2227.81,0,0.419237993820502,0.580762006179498,0.430638118785838,0.569361881214162,0.416561047739755,0.583438952260245
336,1e+05,32921,94646.7,5037,0.00402666,602,1801,4090.15,5669.68,303784,1659210,0.410246,0.0215596,0,0,604,15898,21195,1566,2168,0,207,0,0,-4048.46,0,0.419080045451611,0.580919954548389,0.42859838783598,0.57140161216402,0.419389394750937,0.580610605249063
337,1e+05,37576,94613.8,8759,0.00729693,1034,3348,8312.93,11432.9,451328,2420550,0.542771,0.043619,0,0,1042,18521,24442,2768,3933,0,376,0,0,-6647.79,0,0.420996737032579,0.579003262967421,0.431091869748388,0.568908130251612,0.413072675720042,0.586927324279958
338,1e+05,49206,94939.5,15186,0.0132542,1892,6109,21289.8,30392,624952,3433450,0.803445,0.114167,0,0,1908,25429,33467,5234,6993,0,697,0,0,-11572.2,0,0.411939986610373,0.588060013389626,0.431761070361315,0.568238929638685,0.428069027561953,0.571930972438047
339,1e+05,64078,95749.2,26532,0.025285,3847,11635,53890.3,74045.9,472109,2908080,1.08888,0.282621,0,0,3879,36275,46244,9540,13103,0,1423,0,0,-24326.7,0,0.42122792454364,0.57877207545636,0.439595729468365,0.560404270531635,0.421322262951022,0.578677737048978
340,1e+05,73693,96566.9,37375,0.0415985,6390,17615,82497.7,114636,145796,1104240,0.826773,0.435492,0,0,6456,45582,56248,14600,19291,0,2205,0,0,-38742.2,0,0.418486032575861,0.581513967424139,0.447628400274968,0.552371599725032,0.430792835856127,0.569207164143873
341,1e+05,75332,96841.7,42029,0.0513268,7447,19949,57021.6,81041.1,25799.2,234807,0.268456,0.305,0,0,7573,48791,59466,16493,21839,0,2458,0,0,-43741.3,0,0.413012348737204,0.586987651262796,0.450696028894205,0.549303971105795,0.430267139726599,0.569732860273401
342,1e+05,70404,96604.8,38245,0.0474751,6538,17096,18939.1,26340.8,6178.26,50794,0.0484433,0.10003,0,0,6636,45507,55475,13971,18823,0,2084,0,0,-38945.7,0,0.418267266491313,0.581732733508687,0.450644669347012,0.549355330652988,0.4260230529975,0.5739769470025
343,1e+05,63078,96195.9,26111,0.0299075,4014,10341,4271.5,6011.95,4654.49,27382.6,0.0113345,0.0227172,0,0,4048,38803,48310,8123,11048,0,1194,0,0,-23096.7,0,0.415376162669143,0.584623837330857,0.445432943418319,0.554567056581681,0.423712899692244,0.576287100307757
344,1e+05,55204,95799.4,12935,0.0118484,1556,4226,1283.19,1783.1,11609.8,57457.3,0.00855364,0.00677364,0,0,1568,31616,40325,3298,4523,0,406,0,0,-7928.53,0,0.418482922358942,0.581517077641058,0.439471233371791,0.560528766628209,0.421685206495333,0.578314793504667
345,1e+05,46745,95447.6,5444,0.00398035,538,1528,896.712,1273.63,45836,221457,0.0218706,0.00479436,0,0,543,24953,32513,1313,1810,0,133,0,0,-2519.99,0,0.413166219886082,0.586833780113918,0.434221974732886,0.565778025267115,0.420429074607749,0.579570925392251
346,1e+05,39119,95137.8,3231,0.0022724,309,883,1116.95,1597.84,132032,666924,0.0844155,0.00599702,0,0,313,19703,26263,837,1110,0,90,0,0,-1704.17,0,0.411431455103341,0.588568544896659,0.428642909976939,0.571357090023061,0.429892141756549,0.570107858243451
347,1e+05,33861,94874.7,3178,0.00235829,310,996,1885.46,2607.49,220486,1182420,0.234297,0.00992511,0,0,311,16429,22174,836,1289,0,103,0,0,-1905.91,0,0.419648560522597,0.580351439477403,0.425588684817242,0.574411315182758,0.393411764705882,0.606588235294118
348,1e+05,32522,94678.9,4553,0.00368486,487,1653,3328.79,4977.67,288776,1580090,0.389757,0.0183492,0,0,490,15500,21152,1415,2019,0,175,0,0,-3329,0,0.400747129342704,0.599252870657296,0.422896431299793,0.577103568700207,0.4120559114735,0.5879440885265
349,1e+05,35992,94614.4,7637,0.00615207,902,2923,6763.6,10605.2,419482,2254250,0.515405,0.0383682,0,0,908,16973,23961,2301,3526,0,311,0,0,-5501.26,0,0.389410897701626,0.610589102298374,0.41464308398886,0.58535691601114,0.394885876094045,0.605114123905955
350,1e+05,46256,94843.4,13447,0.0115271,1711,5442,16659,25514.6,608358,3310770,0.748356,0.093163,0,0,1716,22636,31935,4173,6465,0,633,0,0,-11030,0,0.395010148528938,0.604989851471062,0.414799069102637,0.585200930897363,0.392272983643542,0.607727016356458
351,1e+05,61126,95562.9,23804,0.0222033,3387,10183,41120.2,67073.9,525989,3156100,1.06372,0.239008,0,0,3419,32118,45030,7889,12123,0,1199,0,0,-20716.1,0,0.380059541139489,0.619940458860511,0.416316689998445,0.583683310001555,0.39421347191685,0.60578652808315
352,1e+05,72290,96424.2,35571,0.0385038,5716,16486,73400.1,114913,187527,1366940,0.916535,0.416006,0,0,5781,41971,56190,12688,19056,0,2033,0,0,-36237.5,0,0.389776919396473,0.610223080603527,0.427573068734019,0.572426931265981,0.399697580645161,0.600302419354839
353,1e+05,75346,96803.8,41656,0.0503113,7339,19790,58681,93380.2,34643.9,309621,0.342382,0.335924,0,0,7460,46350,60723,15339,22721,0,2494,0,0,-45476.1,0,0.385903833456529,0.614096166543471,0.432882239219971,0.567117760780029,0.403021544929059,0.596978455070941
354,1e+05,71237,96635.5,38888,0.0488381,6910,17848,21780.7,34401.3,7360.87,63219,0.0651165,0.124115,0,0,7013,44049,57464,13686,20211,0,2238,0,0,-41537.1,0,0.38768110782813,0.61231889217187,0.433924719001507,0.566075280998493,0.403752544472962,0.596247455527038
355,1e+05,64181,96239.1,28255,0.0328967,4341,11514,5091.39,8024.94,4438.85,27470.7,0.0135586,0.0289752,0,0,4397,38026,50569,8546,12931,0,1306,0,0,-24235.1,0,0.388171843800819,0.611828156199181,0.429211580788984,0.570788419211016,0.397914047585789,0.602085952414211
356,1e+05,56296,95837.2,14741,0.0140869,1833,4902,1368.16,2157.4,9419.6,47333.3,0.00812621,0.00778822,0,0,1849,31168,42704,3670,5574,0,477,0,0,-9000.12,0,0.388068845800383,0.611931154199617,0.42191899501841,0.57808100498159,0.39701427953267,0.60298572046733
357,1e+05,47986,95479.3,6288,0.00471738,625,1801,849.665,1327.83,36677.2,176821,0.0177113,0.00481016,0,0,635,24595,34711,1385,2150,0,161,0,0,-2890.75,0,0.390202962578559,0.609797037421441,0.414713519711328,0.585286480288672,0.391796322489392,0.608203677510608
358,1e+05,40261,95163.6,3497,0.00232944,297,958,989.082,1577.67,115192,576052,0.0680155,0.00567001,0,0,298,19415,28015,831,1173,0,88,0,0,-1736.83,0,0.385343811945992,0.614656188054008,0.409340080118069,0.590659919881931,0.414670658682635,0.585329341317365
359,1e+05,34610,94892.4,3128,0.00230743,281,981,1607.58,2463.29,208361,1107980,0.205264,0.00899262,0,0,285,16079,23427,797,1310,0,89,0,0,-1559.61,0,0.394898387813907,0.605101612186093,0.407001468131423,0.592998531868577,0.378262933080209,0.621737066919791
360,1e+05,32553,94686.3,4394,0.00341881,467,1522,2873.01,4770.31,275634,1508990,0.367881,0.0168842,0,0,472,14815,21845,1262,1894,0,167,0,0,-2838.86,0,0.375885086585411,0.624114913414589,0.404118930714675,0.595881069285325,0.399873257287706,0.600126742712294
361,1e+05,35141,94594.2,7030,0.00594389,839,2710,6091.3,9192.78,390302,2103590,0.491286,0.033763,0,0,843,16129,23662,2090,3394,0,317,0,0,-5656.22,0,0.398538871819566,0.601461128180434,0.405342916739966,0.594657083260034,0.38110867979577,0.618891320204231
362,1e+05,44457,94773.1,12582,0.0104259,1533,4971,14666.9,22562.3,583534,3153410,0.69732,0.0822405,0,0,1552,21365,30732,3957,5973,0,520,0,0,-8873.4,0,0.393962266178161,0.606037733821839,0.410100389657754,0.589899610342246,0.398489425981873,0.601510574018127
363,1e+05,59137,95425,22402,0.0203633,3004,9433,37525,57883.3,570904,3346580,1.02434,0.210763,0,0,3024,30764,43065,7333,11290,0,1060,0,0,-18708,0,0.393309596754161,0.606690403245839,0.416692627558277,0.583307372441723,0.393760403801751,0.60623959619825
364,1e+05,71705,96323.1,34551,0.0361919,5294,15809,72602,110877,236511,1660510,0.991585,0.405327,0,0,5369,41432,55359,12476,18169,0,1899,0,0,-34009.8,0,0.395696510227328,0.604303489772672,0.428056327551115,0.571943672448885,0.407113721651167,0.592886278348833
365,1e+05,75773,96807.9,41520,0.0501621,7497,20014,66430.4,103551,46681.8,406819,0.4279,0.375509,0,0,7594,46601,60851,15664,22452,0,2592,0,0,-47279.6,0,0.390809818015383,0.609190181984617,0.433691322637084,0.566308677362916,0.410956028964215,0.589043971035786
